index,16,19,22,25,28,31,34,37,40,43,46,49,52,55,58,62,65,68,71,74,77,80,83,86,89,92,95,98,101,104
index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,21:20:59  1.11.2023,21:26:28  1.11.2023,21:31:56  1.11.2023,21:37:00  1.11.2023,21:42:38  1.11.2023,21:47:31  1.11.2023,21:52:05  1.11.2023,21:57:27  1.11.2023,22:03:48  1.11.2023,22:12:28  1.11.2023,22:17:35  1.11.2023,22:23:24  1.11.2023,22:29:09  1.11.2023,22:34:16  1.11.2023,22:39:45  1.11.2023,7:44:37  2.11.2023,7:50:55  2.11.2023,7:55:44  2.11.2023,8:00:35  2.11.2023,8:05:32  2.11.2023,8:10:29  2.11.2023,8:15:40  2.11.2023,8:20:52  2.11.2023,8:25:50  2.11.2023,8:31:03  2.11.2023,8:36:44  2.11.2023,8:41:32  2.11.2023,8:46:27  2.11.2023,8:51:22  2.11.2023,8:55:52  2.11.2023
id,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP
491,2941,2851,2791,2981,2981,3010,2562,2502,2472,2151,2154,2036,1046,1066,989,6360,6600,6679,5294,5543,5323,3748,3559,3658,1707,1806,1608,509,535,495
501,2971,2891,2821,2991,2941,3040,2582,2512,2492,2113,2176,2042,1043,1075,954,6320,6610,6649,5314,5543,5333,3768,3559,3668,1694,1835,1611,528,528,487
511,2961,2881,2821,3000,2971,3050,2592,2482,2462,2106,2145,2058,1043,1050,944,6400,6669,6739,5304,5583,5333,3758,3559,3668,1704,1841,1573,534,518,481
521,3010,2881,2831,3010,2981,3060,2592,2502,2502,2125,2157,2068,1037,1075,979,6450,6699,6749,5314,5643,5383,3778,3589,3678,1675,1829,1605,520,545,493
531,3000,2891,2851,3020,3020,3060,2582,2522,2482,2116,2173,2052,1046,1066,967,6460,6739,6819,5373,5623,5353,3798,3619,3748,1710,1838,1615,512,521,483
541,3020,2881,2851,3040,3000,3060,2582,2502,2512,2145,2180,2046,1040,1082,951,6450,6789,6829,5363,5652,5423,3808,3619,3718,1691,1819,1605,527,513,496
551,3020,2931,2891,3050,2981,3090,2592,2522,2472,2116,2148,2046,1053,1056,992,6500,6819,6859,5413,5652,5423,3778,3609,3768,1733,1841,1592,517,529,487
561,3040,2941,2871,3030,3020,3070,2602,2532,2512,2113,2164,2065,1031,1085,983,6540,6819,6939,5393,5702,5443,3798,3629,3768,1694,1835,1608,531,528,472
571,3030,2921,2901,3090,3040,3100,2622,2562,2522,2141,2148,2058,1031,1062,960,6570,6869,6929,5453,5722,5453,3838,3639,3758,1717,1832,1634,517,540,509
581,3040,2951,2921,3040,3030,3120,2642,2542,2512,2113,2186,2049,1037,1040,976,6610,6899,6998,5463,5702,5473,3858,3639,3788,1733,1864,1586,519,532,486
591,3040,2951,2901,3070,3050,3140,2642,2532,2532,2138,2154,2074,1040,1046,976,6640,6929,7028,5503,5752,5493,3868,3668,3818,1694,1867,1615,532,526,473
601,3060,2951,2911,3070,3040,3110,2632,2532,2512,2125,2167,2068,1072,1094,957,6689,6969,7078,5493,5762,5553,3848,3668,3818,1726,1829,1608,527,529,486
611,3070,2971,2931,3110,3070,3150,2612,2542,2552,2132,2160,2042,1027,1031,967,6699,7018,7078,5553,5792,5553,3868,3708,3818,1707,1844,1589,527,537,500
1021,3519,3379,3310,3469,3439,3519,2821,2711,2701,2157,2192,2077,1037,1082,979,7966,8275,8444,6380,6659,6320,4336,4067,4366,1742,1876,1634,532,539,488
1121,3549,3419,3300,3489,3429,3559,2851,2731,2731,2154,2218,2100,1056,1072,960,8085,8384,8584,6410,6729,6450,4346,4087,4386,1736,1908,1672,531,547,497
1221,3589,3449,3349,3489,3459,3619,2851,2751,2751,2154,2192,2103,1050,1072,979,8215,8534,8653,6480,6809,6510,4406,4137,4426,1761,1927,1637,537,522,497
1321,3668,3469,3379,3549,3499,3609,2861,2751,2771,2186,2237,2125,1040,1069,986,8295,8624,8763,6550,6859,6580,4456,4167,4446,1787,1902,1675,535,544,494
1421,3649,3519,3379,3549,3509,3639,2901,2751,2761,2170,2205,2106,1046,1066,954,8364,8653,8823,6610,6929,6600,4486,4217,4506,1797,1937,1666,528,536,510
1521,3668,3479,3379,3569,3549,3678,2881,2791,2761,2160,2231,2097,1040,1085,983,8444,8743,8933,6649,6979,6679,4506,4197,4586,1774,1915,1672,533,525,488
1621,3718,3549,3439,3609,3579,3678,2911,2781,2741,2189,2231,2097,1082,1056,970,8504,8793,8992,6719,7018,6729,4526,4257,4566,1758,1915,1643,525,545,506
1721,3718,3549,3449,3609,3589,3708,2931,2791,2781,2170,2218,2087,1046,1072,967,8584,8863,9052,6749,7068,6749,4546,4257,4576,1790,1927,1656,538,531,487
1821,3728,3569,3439,3619,3609,3698,2951,2781,2811,2183,2237,2122,1066,1085,973,8634,8923,9072,6779,7088,6779,4526,4267,4596,1771,1908,1678,532,528,496
1921,3748,3609,3459,3649,3579,3718,2911,2791,2781,2173,2231,2103,1053,1072,992,8673,8963,9162,6789,7128,6859,4596,4307,4655,1777,1915,1669,526,549,504
2021,3758,3589,3489,3649,3589,3738,2921,2811,2801,2167,2234,2106,1043,1066,957,8703,8933,9202,6859,7138,6849,4566,4307,4655,1758,1915,1682,540,539,510
2121,3758,3619,3469,3639,3599,3758,2941,2801,2791,2176,2243,2119,1053,1069,967,8753,9042,9222,6889,7178,6909,4576,4326,4646,1790,1937,1682,521,563,490
