index,23,26,32,29,35,38,41,44,47,50,53,56,59,62,65
index,,,,,,,,,,,,,,,
time,20:04:23  2.11.2023,20:10:38  2.11.2023,20:23:07  2.11.2023,20:16:22  2.11.2023,20:31:14  2.11.2023,20:37:38  2.11.2023,20:44:21  2.11.2023,20:51:37  2.11.2023,20:58:14  2.11.2023,21:05:45  2.11.2023,21:11:28  2.11.2023,21:17:49  2.11.2023,21:24:44  2.11.2023,21:31:33  2.11.2023,21:38:31  2.11.2023
id,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP
85321,18433,20286,20611,11904,11824,11585,6929,6131,7168,1765,1892,1589,558,506,517
86321,18401,20286,20644,11973,11844,11585,6939,6171,7168,1765,1921,1602,580,533,516
87321,18466,20319,20611,11983,11874,11625,6979,6181,7188,1742,1915,1576,573,521,493
88321,18466,20351,20611,11983,11894,11634,6959,6171,7208,1755,1921,1589,571,526,521
89321,18531,20351,20644,12003,11904,11664,6988,6181,7208,1739,1924,1596,578,517,509
90321,18531,20384,20644,12033,11944,11684,6998,6211,7218,1749,1953,1602,551,532,514
101621,18661,20546,20839,12263,12133,11904,7138,6301,7387,1797,1947,1592,571,528,520
111621,18791,20644,20937,12392,12283,12013,7278,6380,7477,1813,1985,1653,573,501,514
121621,18823,20709,21002,12492,12352,12103,7347,6420,7567,1825,2007,1653,569,532,513
131621,18856,20742,21002,12582,12412,12173,7387,6520,7656,1822,2007,1650,561,531,534
141621,18888,20774,21067,12612,12472,12233,7497,6550,7686,1813,2014,1666,565,519,519
151621,18921,20807,21034,12671,12532,12312,7487,6570,7756,1851,2036,1688,576,531,515
161621,18888,20807,21067,12691,12572,12342,7487,6580,7776,1873,2039,1685,585,536,521
171621,18953,20807,21034,12721,12592,12312,7537,6610,7826,1841,2055,1698,586,519,516
181621,18888,20774,21067,12741,12582,12342,7537,6600,7826,1876,2055,1714,567,560,519
191621,18856,20709,21002,12761,12572,12332,7557,6630,7816,1860,2071,1675,579,534,496
201621,18856,20709,20969,12731,12552,12352,7567,6640,7826,1848,2052,1694,591,541,512
211621,18758,20644,20937,12711,12552,12342,7577,6669,7846,1876,2055,1678,585,531,517
221621,18726,20611,20872,12721,12522,12322,7557,6649,7816,1873,2042,1723,588,543,519
231621,18726,20546,20839,12721,12512,12322,7567,6640,7826,1876,2065,1720,587,543,524
241621,18661,20546,20807,12671,12522,12283,7537,6649,7816,1870,2055,1685,599,541,529
251621,18596,20449,20709,12631,12492,12253,7537,6620,7806,1857,2033,1714,576,543,522
261621,18596,20416,20644,12641,12482,12263,7547,6620,7806,1873,2093,1717,577,531,517
271621,18498,20351,20611,12602,12412,12213,7527,6640,7776,1864,2058,1685,589,545,533
281621,18466,20221,20546,12572,12382,12203,7527,6590,7786,1864,2062,1691,576,540,525
291621,18401,20189,20514,12542,12332,12113,7507,6590,7756,1864,2052,1710,583,539,513
301621,18336,20124,20416,12492,12322,12123,7487,6560,7766,1876,2039,1698,572,512,528
311621,18303,20026,20319,12462,12273,12063,7497,6530,7716,1867,2026,1663,595,535,514
321621,18206,19994,20286,12422,12253,12053,7457,6530,7716,1854,2052,1704,579,523,522
331621,18173,19896,20221,12362,12203,12013,7457,6500,7686,1870,2058,1685,564,544,531
341621,18108,19864,20124,12362,12183,11954,7437,6510,7686,1857,2026,1710,571,532,540
351621,18011,19766,20059,12332,12143,11934,7427,6480,7666,1832,2055,1698,591,550,537
361621,17978,19701,19994,12283,12103,11884,7387,6490,7627,1860,2023,1691,579,528,529
371621,17881,19669,19929,12233,12043,11884,7367,6460,7627,1854,2020,1678,580,542,522
381621,17816,19604,19864,12213,12033,11824,7337,6440,7607,1848,2017,1682,561,531,527
391621,17783,19506,19831,12173,11973,11774,7337,6440,7587,1822,2026,1682,581,526,521
401621,17685,19441,19701,12153,11924,11744,7337,6430,7587,1841,2007,1650,562,529,515
411621,17653,19376,19669,12083,11884,11724,7337,6400,7527,1822,2004,1678,573,549,529
421621,17620,19279,19604,12043,11864,11654,7258,6380,7497,1832,2004,1663,564,546,505
431621,17490,19214,19506,11993,11834,11615,7278,6390,7497,1844,1995,1663,585,536,531
441621,17458,19148,19441,11973,11804,11595,7248,6350,7447,1829,1988,1656,563,544,524
451621,17393,19083,19409,11934,11704,11575,7218,6340,7497,1854,1995,1659,574,525,511
461621,17328,19051,19311,11924,11704,11535,7208,6311,7467,1787,1991,1615,566,537,520
471621,17263,18921,19246,11914,11654,11475,7178,6320,7437,1800,1998,1653,567,519,523
